id	clade	name	description	synonyms
NCBI:txid1955306	species	Hepatozoon musa		[]
NCBI:txid2207439	species	Chrysotus sp. BIOUG14905-D01		[]
NCBI:txid485296	species	Fuchsina occulta		[]
NCBI:txid823751	species	Hemiptera sp. BOLD:AAI2593		[]
NCBI:txid2070809	species	Clusia sp. CR 26670		[]
NCBI:txid76697	subspecies	Dubautia plantaginea subsp. humilis		[]
NCBI:txid1826020	species	Parabathynellidae sp. L2.A1		[]
NCBI:txid830087	species	Lepidoptera sp. BOLD:AAA0288		[]
NCBI:txid1691452	species	Tomentella sp. TH9167		[]
NCBI:txid1595339	species	Pseudomonas sp. SRP2386		[]
NCBI:txid423851	species	marine sediment bacterium ISA-7195		[]
NCBI:txid1396877	species	Wickerhamia sp. BM-105		[]
NCBI:txid475751	species	Dracaena elliptica		["Pleomele elliptica"]
NCBI:txid1932400	species	Spinocalanus aff. dispar 1 MB-2017		[]
NCBI:txid2398128	species	Chironomidae sp. BIOUG28582-H07		[]
NCBI:txid893318	species	Diptera sp. BOLD:AAL4334		[]
NCBI:txid2482409	species	Oestophora sp. USCM5584		[]
NCBI:txid839167	species	Lepidoptera sp. BOLD:AAC8588		[]
NCBI:txid87488	species	Calathus pilosipennis		[]
NCBI:txid2013369	species	Mocis cubana		[]
NCBI:txid1033318	species	Peziza lividula		["Galactinia lividula"]
NCBI:txid583506	genus	Xoanodera		[]
NCBI:txid1146708	species	bacterium NLAE-zl-P812		[]
NCBI:txid544936	species	bacterium sedCTABwin06-4		[]
NCBI:txid664932	no rank	environmental samples		[]
NCBI:txid2265677	species	Gymnopternus sp. BIOUG22376-B06		[]
NCBI:txid1239826	no rank	Influenza A virus (A/swine/Ohio/11SW218/2011(mixed))		[]
NCBI:txid455673	species	Psychrobacter sp. 9PC-8		[]
NCBI:txid1908650	species	Hypomenitis lojana		["Greta lojana"]
NCBI:txid1189130	no rank	Influenza A virus (A/Taiwan/10003/2009(H1N1))		[]
NCBI:txid2121838	species	Ceratopogonidae sp. BIOUG15029-C10		[]
NCBI:txid476209	species	Burkholderia sp. NCIMB 10467		[]
NCBI:txid1004148	species	Grateloupia huangiae		[]
NCBI:txid1381396	species	uncultured marine bacterium PPT_M1		[]
NCBI:txid1411076	species	Allosepsis sp. 7 LZ-2013		[]
NCBI:txid1338444	species	Acinetobacter sp. EPR144		[]
NCBI:txid2466083	species	Diapriidae sp. BIOUG06381-F06		[]
NCBI:txid1668933	species	Megaspilidae sp. BOLD:ACD9985		[]
NCBI:txid2578902	species	Neotrygon sp. FOAI308-09		[]
NCBI:txid444680	no rank	Influenza A virus (A/Niedersachsen/29/05(H3N2))		[]
NCBI:txid2750471	species	Echinogorgia sp. a NF-2020		[]
NCBI:txid2478840	species	Ptychoglossus myersi		[]
NCBI:txid2362014	species	Limoniidae sp. BIOUG24288-D06		[]
NCBI:txid503502	species	bacterium MPB_DPFF3a		[]
NCBI:txid644349	species	Fusarium sp. ZHZ-3		[]
NCBI:txid1981456	genus	Weinlandipoma		[]
NCBI:txid255883	species	Brandisia hancei		[]
NCBI:txid463787	species	bacterium TLCL3		[]
NCBI:txid34488	species	Conidiobolus coronatus		["Delacroixia coronata"]
NCBI:txid713451	species	Dactylosporangium sp. WS-5		[]
NCBI:txid1419403	species	Aphelinidae sp. 1398A		[]
NCBI:txid761193	strain	Runella slithyformis DSM 19594		["Runella slithyformis str. DSM 19594", "Runella slithyformis strain DSM 19594"]
NCBI:txid766661	species	Lysobacter sp. SA024		[]
NCBI:txid1904563	species	Trigomphus lautus		[]
NCBI:txid2681376	species	Escherichia phage vB_EcoS_XY3		[]
NCBI:txid2629745	no rank	unclassified Sigiweddellia		[]
NCBI:txid700819	species	Streptomyces sp. VITBRK3		[]
NCBI:txid600347	genus	Thalamitoides		[]
NCBI:txid2397360	species	Chironomidae sp. BIOUG29348-A01		[]
NCBI:txid1729441	species	Hypostomus tapijara		[]
NCBI:txid1004686	no rank	Influenza A virus (A/California/NHRC0001/2007(H3N2))		[]
NCBI:txid1309860	species	bacterium enrichment culture clone ZZ_B6		[]
NCBI:txid144154	species	Astragalus siliquosus		[]
NCBI:txid1617502	species	Psychodidae sp. MGOLF041-14		[]
NCBI:txid2503373	species	Chrysomelidae sp. INDOBIOSYS-CCDB26006-E08		[]
NCBI:txid1941160	species	Trebouxia sp. H1.2.4		[]
NCBI:txid403011	varietas	Ptilotus exaltatus var. villosus		[]
NCBI:txid910825	species	Vibrio sp. 4Bf4S85		[]
NCBI:txid242210	species	Mitella integripetala		[]
NCBI:txid1690690	species	Picobirnavirus PREDICT_PbV-103		[]
NCBI:txid2052517	species	Panorpidae sp. 2 PMP-2017		[]
NCBI:txid2135091	species	Bdelloidea sp. BIOUG30453-F09		[]
NCBI:txid1329178	species	Pseudomonas sp. P-Y-1		[]
NCBI:txid2095237	species	Aleyrodidae sp. BIOUG23999-G05		[]
NCBI:txid318979	species	Commiphora cf. mafaidoha Phillipson 2593		[]
NCBI:txid2254020	species	Gymnometriocnemus sp. BIOUG21182-E05		[]
NCBI:txid2329498	species	Ichneumoninae sp. ASGLE1859-10		[]
NCBI:txid268847	species	Phaeoacremonium scolyti		["Phaeoacremonium scolytii"]
NCBI:txid2686564	species	Plasmopara viticola lesion associated ourmia-like virus 9		["Plasmopara viticola associated ourmia-like virus 9"]
NCBI:txid2635339	no rank	unclassified Polygoniodes		[]
NCBI:txid100226	strain	Streptomyces coelicolor A3(2)		[]
NCBI:txid10029	species	Cricetulus griseus	Chinese hamsters	["Chinese hamsters", "Cricetulus aureus", "Cricetulus barabensis griseus"]
NCBI:txid10036	species	Mesocricetus auratus	Syrian hamster	["Syrian hamster", "Golden hamsters", "Syrian hamsters"]
NCBI:txid100379	species	Onion yellows phytoplasma		["Phytoplasma sp. onion yellows"]
NCBI:txid100673	no rank	Influenza C virus (C/Johannesburg/1/66)		["Influenza C virus (C/JHB/1/66)", "Influenza C virus (STRAIN C/JOHANNESBURG/1/66)"]
NCBI:txid10090	species	Mus musculus	mouse	["mouse"]
NCBI:txid10116	species	Rattus norvegicus	rats	["rats"]
NCBI:txid101297	species	Conus consors		[]
NCBI:txid10141	species	Cavia porcellus	guinea pig	["guinea pig", "Cavia aperea porcellus", "Cavia cobaya"]
NCBI:txid1016998	strain	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7		["Salmonella enterica subsp. enterica serovar Paratyphi B strain SPB7", "Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)", "Salmonella paratyphi B str. SPB7"]
NCBI:txid10195	species	Brachionus plicatilis		[]
NCBI:txid102329	species	Pinctada margaritifera		["Mytilus margaritiferus"]
NCBI:txid10249	no rank	Vaccinia virus Copenhagen		["Vaccinia virus (strain Copenhagen)"]
NCBI:txid10254	no rank	Vaccinia virus WR		["Vaccinia virus (strain WR)"]
NCBI:txid10255	species	Variola virus	smallpox virus	["smallpox virus", "small pox virus", "smallpox", "variola virus VAR"]
NCBI:txid10272	no rank	Rabbit fibroma virus (strain Kasza)		["Shope fibroma virus (STRAIN KASZA)"]
NCBI:txid10288	species	Choristoneura biennis entomopoxvirus		["CbEPV", "Choristoneura biennis entomopoxvirus 'L'", "Choristoneura biennis entomopoxvirus CbEPV", "Choristoneura biennis entomopoxvirusvirus", "Choristoneura biennis poxvirus", "Choristoneura biennis virus"]
NCBI:txid10306	no rank	Human alphaherpesvirus 1 strain KOS		["Herpes simplex virus (type 1 / strain KOS)", "Human herpesvirus 1 strain KOS"]
NCBI:txid10313	no rank	Human herpesvirus 2 strain 333		["Herpes simplex virus (type 2 / strain 333)", "human herpesvirus 2 (strain 333)"]
NCBI:txid10338	no rank	Human herpesvirus 3 strain Dumas		["Human herpesvirus 3 (strain Dumas)", "Varicella-zoster virus (STRAIN DUMAS)"]
NCBI:txid10360	no rank	Human herpesvirus 5 strain AD169		["Human cytomegalovirus (strain AD169)", "Human herpesvirus 5 (strain AD169)"]
NCBI:txid103690	species	Nostoc sp. PCC 7120 = FACHB-418		["Anabaena sp. (ATCC 27893)", "Anabaena sp. (PCC 7120)", "Anabaena sp. DCC D0672", "Anabaena sp. IRRI 'Ab 47 XX'", "Anabaena sp. SAG 25.82", "Anabaena sp. UTEX B 2576", "Anabaena variabilis UTCC 387", "Nostoc muscorum ISU", "Nostoc sp. AKM24", "Nostoc sp. ATCC 27347", "Nostoc sp. ATCC 72893", "Nostoc sp. DSM 107007", "Nostoc sp. Ind43", "Nostoc sp. PCC 7120", "Nostoc sp. SAG 25.82"]
NCBI:txid10377	no rank	Human herpesvirus 4 strain B95-8		["Human herpesvirus 4 (strain B95-8)"]
NCBI:txid10383	no rank	Herpesvirus saimiri (strain 11)		[]
NCBI:txid10389	no rank	Marek's disease herpesvirus type 1 strain MD5		["Gallid herpesvirus 1 (strain MD5)", "Marek's disease herpesvirus (STRAIN MD5)", "Marek's disease herpesvirus strain MD5"]
NCBI:txid10409	no rank	Hepatitis B virus adr4		["Hepatitis B virus (SUBTYPE ADR4)"]
NCBI:txid104421	species	Camponotus floridanus		["Camponotus floridana"]
NCBI:txid104660	species	Pinctada maxima		["Pteria maxima"]
NCBI:txid104954	species	Uperoleia mjobergii	West Kimberley toadlet	["West Kimberley toadlet", "Glauertia mjobergii", "Pseudophryne mjobergii", "Uperoleia mjobergi"]
NCBI:txid10500	no rank	African swine fever virus Malawi LIL 20/1		["African swine fever virus (isolate Malawi LIL 20/1)", "Malawi Lil-20/1"]
NCBI:txid1051067	species	Doryteuthis pealeii	longfin inshore squid	["longfin inshore squid", "Loligo pealei"]
NCBI:txid10515	serotype	Human adenovirus 2		["Adenovirus 2", "Adenovirus type 2", "Human adenovirus C2", "Human adenovirus type 2", "Human mastadenovirus 2", "Mastadenovirus 2", "Mastadenovirus h2", "adenovirus-2"]
NCBI:txid105430	species	Xenopus ruwenzoriensis		[]
NCBI:txid1055734	species	Chaerilus tricostatus		[]
NCBI:txid1057	species	Thiococcus pfennigii		["\"Thiococcus sp.\" Eimhjellen et al. 1967", "Thiocapsa pfennigii"]
NCBI:txid10579	serotype	Human papillomavirus type 8		["Human papillomavirus - 8", "human papillomavirus 8", "human papillomavirus type 8 HPV8"]
NCBI:txid1058	species	Thiocapsa roseopersicina		["Thiocapsa floridana", "Thiocapsa minima"]
NCBI:txid10589	serotype	Human papillomavirus type 41		[]
NCBI:txid10593	serotype	human papillomavirus 45		["Human papillomavirus - 45", "Human papillomavirus type 45"]
NCBI:txid10599	serotype	Human papillomavirus type 5b		["Human papillomavirus - 5b"]
NCBI:txid1061	species	Rhodobacter capsulatus		["Rhodonostoc capsulatum", "Rhodopseudomonas capsulata", "Rhodopseudomonas capsulatus"]
NCBI:txid106370	species	Frankia casuarinae		[]
NCBI:txid10710	species	Escherichia virus Lambda		["Bacteriophage lambda", "Coliphage lambda", "Enterobacteria phage lambda", "Lambda phage", "phage lambda"]
NCBI:txid107806	strain	Buchnera aphidicola str. APS (Acyrthosiphon pisum)		["Buchnera aphidicola strain APS (Acyrthosiphon pisum)", "Buchnera sp. APS"]
NCBI:txid10818	no rank	African cassava mosaic virus - [West Kenya 844]		["Cassava latent virus (STRAIN WEST KENYAN 844)"]
NCBI:txid10822	no rank	Maize streak virus - [Kenya]		["Maize streak virus (KENYAN ISOLATE)"]
NCBI:txid10868	no rank	Escherichia phage If1		["Bacteriophage If1", "Enterobacteria phage If1", "phage If1"]
NCBI:txid10934	no rank	Bovine rotavirus strain UK/G6		["Bovine rotavirus (strain UK)"]
NCBI:txid10947	no rank	Human rotavirus serotype 1 / strain 69M		["Human rotavirus (SEROTYPE 1 / STRAIN 69M)"]
NCBI:txid1098	species	Prosthecochloris vibrioformis		["Chlorobium vibrioforme"]
NCBI:txid110662	species	Synechococcus sp. CC9605		[]
NCBI:txid11075	no rank	Japanese encephalitis virus strain JAOARS982		["Japanese encephalitis virus (STRAIN JAOARS982)"]
NCBI:txid1111708	no rank	Synechocystis sp. PCC 6803 substr. Kazusa		[]
NCBI:txid11151	no rank	Porcine transmissible gastroenteritis coronavirus strain Purdue		["Porcine transmissible gastroenteritis coronavirus (STRAIN PURDUE)"]
NCBI:txid11195	no rank	Sendai virus (strain Fushimi)		[]
NCBI:txid11210	no rank	Human parainfluenza virus 1 (C39)		["Human parainfluenza 1 virus (strain C39)"]
NCBI:txid11225	no rank	Human parainfluenza virus 4a (strain Toshiba)		["Human parainfluenza 4a virus (STRAIN TOSHIBA)"]
NCBI:txid11237	no rank	Measles virus strain IP-3-CA		["Measles morbillivirus strain IP-3-CA", "Measles virus (STRAIN IP-3-CA)"]
NCBI:txid1124983	strain	Pseudomonas protegens CHA0		["Pseudomonas protegens str. CHA0", "Pseudomonas protegens strain CHA0"]
NCBI:txid1140	strain	Synechococcus elongatus PCC 7942 = FACHB-805		["Anacystis nidulans R2", "Synechococcus leopoliensis UTEX 2434", "Synechococcus leopoliensis strain PCC 7942", "Synechococcus sp. IAM M-200", "Synechococcus sp. PCC 7942"]
NCBI:txid114615	species	Bradyrhizobium sp. ORS 278		[]
NCBI:txid115422	species	Litoria fallax		["Hylomantis fallax"]
NCBI:txid11567	no rank	Influenza C virus (C/Taylor/1233/1947)		["Influenza C virus (STRAIN C/TAYLOR/1233/47)"]
NCBI:txid1156965	species	Wickerhamomyces canadensis		["Hansenula canadensis", "Hansenula wingei", "Pichia canadensis"]
NCBI:txid11589	no rank	Rift valley fever virus (STRAIN ZH-548 M12)		[]
NCBI:txid1160	species	Planktothrix agardhii		["Oscillatoria agardhii"]
NCBI:txid11662	no rank	Caprine arthritis encephalitis virus G63		["Caprine arthritis encephalitis virus (STRAIN G63)"]
NCBI:txid11683	no rank	Human immunodeficiency virus type 1 (Z2/CDC-Z34 ISOLATE)		[]
NCBI:txid11716	no rank	Human immunodeficiency virus type 2 (ISOLATE D205,7)		[]
NCBI:txid11743	no rank	Visna lentivirus (strain 1514 / clone LV1-1KS1)		[]
NCBI:txid1184	species	Leptolyngbya boryana		["Plectonema boryanum"]
NCBI:txid11927	no rank	Human T-cell lymphotrophic virus type 1 (Caribbean isolate)		["Human T-cell leukemia virus type I (Caribbean isolate)"]
NCBI:txid1197	species	Microchaete diplosiphon		["Fremyella diplosiphon"]
NCBI:txid11987	species	Melon necrotic spot virus		["MNSV"]
NCBI:txid12017	no rank	Enterobacteria phage fr		["Bacteriophage fr", "Enterobacterio phage fr", "phage fr"]
NCBI:txid12043	no rank	Beet western yellows virus-FL1		["Beet western yellows virus (ISOLATE FL-1)"]
NCBI:txid1213857	strain	Colletotrichum orbiculare MAFF 240422		["Colletotrichum orbiculare 104-T"]
NCBI:txid121428	species	Sphingobium xenophagum		["Sphingobium hydrophobicum", "Sphingomonas xenophaga"]
NCBI:txid12143	species	Cucumber necrosis virus		["CNV", "cucumber necrosis tombusvirus CNV", "cucumber necrosis virus CNV"]
NCBI:txid1216	species	Prochloron didemni		["Synechocystis didemni"]
NCBI:txid12165	species	Chrysanthemum virus B		["chrysanthemum virus B CVB"]
NCBI:txid12187	species	Strawberry mild yellow edge virus		["SMYEaV", "Strawberry mild yellow edge-associated virus", "strawberry mild yellow edge-associated potexvirus"]
NCBI:txid1221240	species	Tityus obscurus		["Tityus cambridgei"]
NCBI:txid122586	strain	Neisseria meningitidis MC58		["Neisseria meningitidis serogroup B strain MC58"]
NCBI:txid122587	strain	Neisseria meningitidis Z2491		["Neisseria meningitidis serogroup A strain Z2491"]
NCBI:txid12274	species	Grapevine fanleaf virus		["grapevine fanleaf nepovirus", "nepovirus grapevine fanleaf virus GFLV"]
NCBI:txid1229662	strain	Pestalotiopsis fici W106-1		[]
NCBI:txid12298	no rank	Tobacco rattle virus-SYM		["Tobacco rattle virus (strain SYM)"]
NCBI:txid1230452	strain	Haloferax lucentense DSM 14919		["Haloferax lucentense Aa 2.2", "Haloferax sp. (strain AA 2.2)", "Haloferax sp. AA-2.2", "Haloferax sp. JCM 9276"]
NCBI:txid12310	no rank	Cucumber mosaic virus (strain Q)		[]
NCBI:txid123214	strain	Persephonella marina EX-H1		["Persephonella marina str. EX-H1", "Persephonella marina strain EX-H1", "bacterium EX-H1"]
NCBI:txid1236608	strain	Moraxella catarrhalis BBH18		[]
NCBI:txid12392	species	Lactobacillus phage mv4		["Bacteriophage mv4", "Lactobacillus delbrueckii subsp. bulgaricus phage mv4", "Lactococcus delbrueckii bacteriophage MV4", "phage mv4"]
NCBI:txid1254	species	Pediococcus acidilactici		["Pediococcus lindneri", "Pediococcus lolii"]
NCBI:txid12557	no rank	Seoul virus 80-39		["Seoul 80-39 virus", "Seoul virus (STRAIN 80-39)"]
NCBI:txid126431	species	Jasminum nudiflorum	winter jasmine	["winter jasmine"]
NCBI:txid126732	species	Acropora formosa		[]
NCBI:txid126740	species	Thermotoga sp. RQ2		[]
NCBI:txid126794	no rank	Vaccinia virus Ankara		["Vaccinia virus (strain Ankara)"]
NCBI:txid1279085	strain	Fusarium fujikuroi IMI 58289		["Fusarium fujikuroi IMI58289", "Gibberella fujikuroi IMI 58289"]
NCBI:txid1280	species	Staphylococcus aureus		["Micrococcus aureus", "Micrococcus pyogenes", "Staphlococcus pyogenes citreus", "Staphylococcus aureus subsp. anaerobius", "Staphylococcus pyogenes aureus"]
NCBI:txid1282	species	Staphylococcus epidermidis		["Albococcus epidermidis", "Micrococcus epidermidis", "Staphylococcus epidermidis albus"]
NCBI:txid1283841	strain	Stachybotrys chlorohalonata IBT 40285		[]
NCBI:txid1288	species	Staphylococcus xylosus		[]
NCBI:txid128952	no rank	Ebola virus - Mayinga, Zaire, 1976		["Ebola virus (strain Zaire Mayinga)", "Ebola virus strain Zaire Mayinga", "Zaire ebolavirus - Mayinga (Zaire, 1976)", "Zaire ebolavirus Mayinga strain"]
NCBI:txid129003	no rank	Reston ebolavirus - Reston		["Ebola virus strain Reston"]
NCBI:txid129326	species	Bothrochilus albertisii		["Leiopython albertisii", "Liasis albertisii"]
NCBI:txid1311	species	Streptococcus agalactiae		["Streptoccocus de la mammite", "Streptococcus agalactiae contagiosae", "Streptococcus difficile", "Streptococcus difficilis", "Streptococcus mastitidis"]
NCBI:txid131152	species	Candidatus Phytoplasma vitis		["Flavescence doree phytoplasma", "Phytoplasma vitis"]
NCBI:txid13260	species	Saururus cernuus	water-dragon	["water-dragon"]
NCBI:txid1328070	species	Prolemur simus	broad-nosed bamboo lemur	["broad-nosed bamboo lemur", "Hapalemur simus"]
NCBI:txid1329349	species	Scolopendra alternans		[]
NCBI:txid1337063	no rank	Puumala virus bank vole/CG1820/Russia/1984		["Puumala virus (strain Bank vole/Russia/CG1820/1984)"]
NCBI:txid1344414	strain	Trichoderma reesei RUT C-30		[]
NCBI:txid13569	species	Hydrastis canadensis	goldenseal	["goldenseal"]
NCBI:txid1359	species	Lactococcus cremoris		["Lactobacillus cremoris", "Lactococcus lactis subsp. cremoris", "Streptococcus cremoris", "Streptococcus hollandicus", "Streptococcus lactis B", "Streptococcus lactis subsp. cremoris"]
NCBI:txid1360	subspecies	Lactococcus lactis subsp. lactis		["\"Lactococcus lactis subsp. diacitilactis (sic)\" (Garvie and Farrow 1982) Schleifer et al. 1986", "Lactobacillus xylosus", "Lactococcus lactis (SUBSP. LACTIS)", "Lactococcus lactis lactis", "Streptococcus diacetilactis", "Streptococcus lactis subsp. diacetilactis", "Streptococcus lactis subsp. lactis"]
NCBI:txid13616	species	Monodelphis domestica		[]
NCBI:txid138119	strain	Desulfitobacterium hafniense Y51		["Desulfitobacterium hafniense str. Y51", "Desulfitobacterium hafniense strain Y51", "Desulfitobacterium sp. Y51"]
NCBI:txid13825	species	Angiopteris evecta		[]
NCBI:txid138705	species	Hsunycteris thomasi		["Lonchophylla thomasi"]
NCBI:txid1390	species	Bacillus amyloliquefaciens		["Bacillus amyloliquifaciens"]
NCBI:txid1392	species	Bacillus anthracis	anthrax	["anthrax", "Bacillus cereus var. anthracis", "Bacteridium anthracis"]
NCBI:txid1395661	species	Selenotypus plumipes		[]
NCBI:txid1396	species	Bacillus cereus		["Bacillus endorhythmos", "Bacillus medusa"]
NCBI:txid1398	species	Weizmannia coagulans		["Bacillus coagulans"]
NCBI:txid1399	species	Cytobacillus firmus		["Bacillus firmus"]
NCBI:txid1408204	species	Candidatus Endomicrobium trichonymphae		["Endomicrobium trichonymphae"]
NCBI:txid1422	species	Geobacillus stearothermophilus		["Bacillus stearothermophilus", "Bacillus thermoliquefaciens"]
NCBI:txid143451	species	Plasmopara viticola		[]
NCBI:txid145284	species	Dioscorea elephantipes	elephant's-foot	["elephant's-foot"]
NCBI:txid145286	species	Illicium oligandrum		[]
NCBI:txid146891	strain	Prochlorococcus marinus str. AS9601		["Prochlorococcus sp. AS9601"]
NCBI:txid147	species	Spirochaeta aurantia		[]
NCBI:txid147425	species	Solanum bulbocastanum	ornamental nightshade	["ornamental nightshade"]
NCBI:txid1517491	species	Nocardioides sp. JS1661		[]
NCBI:txid1528	species	Eubacterium barkeri		["Clostridium barkeri"]
NCBI:txid153571	species	Buxus microphylla		[]
NCBI:txid156889	strain	Magnetococcus marinus MC-1		["Magnetococcus marinus str. MC-1", "Magnetococcus marinus strain MC-1", "Magnetococcus sp. MC-1"]
NCBI:txid157703	no rank	Murine polyomavirus strain A3		["Mouse polyomavirus (strain 3)", "Polyoma virus strain a3"]
NCBI:txid157898	no rank	Sulfolobus islandicus rod-shaped virus 1		["Archaeal virus SIRV", "Sulfolobus virus SIRV-1"]
NCBI:txid15819	species	Saccharum sp.		[]
NCBI:txid158878	strain	Staphylococcus aureus subsp. aureus Mu50		["Staphylococcus aureus (strain Mu50 / ATCC 700699)"]
NCBI:txid158879	strain	Staphylococcus aureus subsp. aureus N315		["Staphylococcus aureus (strain N315)"]
NCBI:txid159087	strain	Dechloromonas aromatica RCB		["Dechloromonas aromatica str. RCB", "Dechloromonas sp. RCB"]
NCBI:txid159942	species	Nerita versicolor		[]
NCBI:txid160488	strain	Pseudomonas putida KT2440		["Pseudomonas putida (strain KT2440)", "Pseudomonas putida str. KT2440"]
NCBI:txid160491	strain	Streptococcus pyogenes str. Manfredo		["Streptococcus pyogenes (serotype 5 / Manfredo)", "Streptococcus pyogenes Manfredo", "Streptococcus pyogenes strain Manfredo"]
NCBI:txid160492	strain	Xylella fastidiosa 9a5c		[]
NCBI:txid161274	species	Bombina maxima	Chinese red belly toad	["Chinese red belly toad", "Bombinator maximus"]
NCBI:txid163164	species	Wolbachia endosymbiont of Drosophila melanogaster		["Wolbachia (endosymbiont of Drosophila melanogaster)", "Wolbachia pipientis wMel", "Wolbachia sp. wMel"]
NCBI:txid1638	species	Listeria ivanovii		["Listeria bulgarica", "Listeria monocytogenes subsp. perhaemolytica", "Listeria perhaemolytica"]
NCBI:txid164756	species	Mycobacterium sp. MCS		[]
NCBI:txid164757	species	Mycobacterium sp. JLS		[]
NCBI:txid167539	strain	Prochlorococcus marinus subsp. marinus str. CCMP1375		["Prochlorococcus marinus subsp. marinus str. SS120"]
NCBI:txid167542	strain	Prochlorococcus marinus str. MIT 9515		[]
NCBI:txid167546	strain	Prochlorococcus marinus str. MIT 9301		[]
NCBI:txid167555	strain	Prochlorococcus marinus str. NATL1A		[]
NCBI:txid167879	strain	Colwellia psychrerythraea 34H		["Colwellia psychrerythraea str. 34H", "Colwellia psychrerythraea strain 34H", "Colwellia sp. 34H"]
NCBI:txid1690667	species	Hydrophylax bahuvistara		[]
NCBI:txid169963	strain	Listeria monocytogenes EGD-e		["Listeria monocytogenes ATCC BAA-679", "Listeria monocytogenes EGDe", "Listeria monocytogenes str. EGD-e", "Listeria monocytogenes strain EGD-e"]
NCBI:txid170187	strain	Streptococcus pneumoniae TIGR4		["Streptococcus pneumoniae ATCC BAA-334"]
NCBI:txid171101	strain	Streptococcus pneumoniae R6		["Streptococcus pneumoniae (strain ATCC BAA-255 / R6)", "Streptococcus pneumoniae str. R6"]
NCBI:txid171822	species	Draba nemorosa		[]
NCBI:txid172552	species	Lychas mucronatus	Vietnamese brown scorpion	["Vietnamese brown scorpion"]
NCBI:txid1731	species	Peptoclostridium acidaminophilum		["Eubacterium acidaminophilum"]
NCBI:txid1736779	species	Californiconus californicus		["Conus californicus"]
NCBI:txid176279	strain	Staphylococcus epidermidis RP62A		["Staphylococcus epidermidis ATCC 35984", "Staphylococcus epidermidis str. RP62A", "Staphylococcus epidermidis strain RP62A"]
NCBI:txid176280	strain	Staphylococcus epidermidis ATCC 12228		[]
NCBI:txid176299	strain	Agrobacterium fabrum str. C58		[]
NCBI:txid176652	species	Invertebrate iridescent virus 6		["CIV", "Chilo iridescent virus", "Chilo iridescent virus CIV", "Chilo iridescent virus type 6", "Iridescent virus type 6", "Iridovirus CIV", "insect iridescent virus type 6"]
NCBI:txid1772	species	Mycolicibacterium smegmatis		["Bacillus smegmatis", "Bacterium smegmatis", "Mycobacterium paratuberculosis smegmatis", "Mycobacterium smegmatis"]
NCBI:txid177416	strain	Francisella tularensis subsp. tularensis SCHU S4		["Francisella tularensis Biovar A str. SCHU S4", "Francisella tularensis Biovar A str. Schu 4", "Francisella tularensis subsp. tularensis Schu 4", "Francisella tularensis subsp. tularensis str. SCHU S4", "Francisella tularensis subsp. tularensis strain SCHU S4"]
NCBI:txid177437	strain	Desulfobacterium autotrophicum HRM2		["Desulfobacterium autotrophicum str. HRM2", "Desulfobacterium autotrophicum strain HRM2"]
NCBI:txid1774373	strain	Alteromonas mediterranea DE		["Alteromonas macleodii AltDE", "Alteromonas macleodii str. 'Deep ecotype'"]
NCBI:txid177439	strain	Desulfotalea psychrophila LSv54		[]
NCBI:txid178306	strain	Pyrobaculum aerophilum str. IM2		["Pyrobaculum aerophilum IM2", "Pyrobaculum aerophilum strain IM2"]
NCBI:txid180498	species	Jatropha curcas		[]
NCBI:txid183190	strain	Xylella fastidiosa Temecula1		["Xylella fastidiosa 'Pierce's disease strain'", "Xylella fastidiosa (strain Temecula1 / ATCC 700964)", "Xylella fastidiosa str. Temecula1"]
NCBI:txid1833	species	Rhodococcus erythropolis		["Arthrobacter hydrocarboglutamicus", "Arthrobacter oxamicetus", "Arthrobacter oxamicetus subsp. propiophenicolus", "Arthrobacter paraffineus", "Arthrobacter picolinophilus", "Brevibacterium healii", "Brevibacterium ketoglutamicum", "Brevibacterium paraffinoliticum", "Corynebacterium alkanum", "Corynebacterium aurantiacum", "Corynebacterium humiferum", "Mycobacterium erythropolis", "Nocardia calcarea"]
NCBI:txid184922	strain	Giardia lamblia ATCC 50803		[]
NCBI:txid186103	strain	Streptococcus pyogenes MGAS8232		["Streptococcus pyogenes (serotype 18 / MGAS8232)"]
NCBI:txid186497	strain	Pyrococcus furiosus DSM 3638		["Pyrococcus furiosus str. DSM 3638", "Pyrococcus furiosus strain DSM 3638"]
NCBI:txid187272	strain	Alkalilimnicola ehrlichii MLHE-1		["Alkalilimnicola ehrlichii ATCC BAA-1101", "Alkalilimnicola ehrlichii str. MLHE-1", "Alkalilimnicola ehrlichii strain MLHE-1", "Mono Lake Gammaproteobacter MLHE-1", "arsenite-oxidizing bacterium MLHE-1", "gamma proteobacterium MLHE-1"]
NCBI:txid187420	strain	Methanothermobacter thermautotrophicus str. Delta H		["Methanobacterium thermoautotrophicum str. Delta H", "Methanobacterium thermoautotrophicum str. deltaH", "Methanothermobacter thermautotrophicus str. deltaH"]
NCBI:txid1877	species	Micromonospora echinospora		["Micromonospora purpurea", "Micromonospora rhodorangea"]
NCBI:txid188937	strain	Methanosarcina acetivorans C2A		["Methanosarcina acetivorans str. C2A"]
NCBI:txid189518	strain	Leptospira interrogans serovar Lai str. 56601		[]
NCBI:txid189918	species	Mycobacterium sp. KMS		[]
NCBI:txid190192	strain	Methanopyrus kandleri AV19		["Methanopyrus kandleri str. AV19"]
